,Name,Latitude,Longitude,Elevation,Earth Radius + Elevation
0,ISS (ZARYA),-6.098783163601421,145.34685553496007,421449.4617957614,6799586.461795761
1,KESTREL EYE IIM (KE2M),0.08356699414945755,149.23545728501628,229862.36973688897,6607999.369736889
2,AEROCUBE 12A,-8.254512805838887,128.39613939733584,466580.8252642285,6844717.8252642285
3,AEROCUBE 12B,48.267416587301874,-161.0758159022548,476072.81605292024,6854209.81605292
4,LEMUR-2-VU,-48.60097147683184,9.601384749990356,480338.08813199296,6858475.088131993
5,LEMUR-2-ALEXANDER,14.431943412295576,137.0706481726229,457376.9778389149,6835513.977838915
6,LEMUR-2-YUASA,42.196294977128936,172.3008172019971,463340.9737640184,6841477.973764018
7,LEMUR-2-TOMHENDERSON,-51.791689448513225,36.995441286143006,482082.6127973482,6860219.612797348
8,1998-067PN,-47.35100730619035,87.402115709041,309112.6979166172,6687249.697916618
9,ISS DEB (SEDA-AP),-1.0784436830290738,85.70468200902947,376942.9840665741,6755079.984066574
10,UNITE,1.8023392806137668,50.29199802793839,318513.3808491664,6696650.380849167
11,ISS DEB,50.190823782482425,36.9513798199527,389100.8306138287,6767237.830613828
12,ISS DEB,47.850604171565145,46.455881095122734,385880.02602242836,6764017.026022429
13,RAAVANA-1,-49.345361060012614,-174.63131095939443,332629.6304872004,6710766.630487201
14,UGUISU,17.294920482873824,58.51597490131941,318801.02949303004,6696938.02949303
15,NEPALISAT-1,-49.71289330312178,-176.53653677734746,333576.44797100354,6711713.447971003
16,SPOOQY-1,-43.78085289029879,-155.743213028397,336390.7341518993,6714527.734151899
17,RED-EYE 1 (PINOT),-43.5437236085329,-119.59271234937582,404482.42283598584,6782619.422835986
18,KRAKSAT,50.85398569921893,16.77038498522487,362679.5043699577,6740816.504369957
19,VCC A,47.77233654429172,-42.23103089720315,333015.9792468512,6711152.979246851
20,ENTRYSAT,-39.66905384722463,100.3187187211866,231561.45131025938,6609698.451310259
21,VCC B,32.198937846005684,46.8857365788111,326547.71399119816,6704684.713991198
22,RWASAT-1,-51.72902567840063,-152.02696262510312,405970.5010994689,6784107.501099469
23,AQT-D,35.75334668557938,79.94753486538866,382508.1884947528,6760645.188494753
24,NARSSCUBE-1,-24.281227449424655,123.70795397446294,365761.7497950297,6743898.74979503
25,STPSAT-4,-48.36733770851327,-111.73970495062832,422339.69585116504,6800476.695851165
26,HARP,-14.883821292659183,133.15766006503188,390459.24126565276,6768596.241265653
27,1998-067RA,47.210476770335525,1.015649912903704,391646.26579779753,6769783.265797798
28,PHOENIX,20.135907591918897,108.0667032403584,393026.7434300705,6771163.743430071
29,1998-067RC,-51.75637190640896,-150.66773891599843,397197.4385961545,6775334.438596155
30,CRYOCUBE,37.79107514520354,-28.60010646012246,365762.9987819336,6743899.998781933
31,AZTECHSAT-1,-51.77652368473708,-157.8337552294616,382687.6300411782,6760824.630041178
32,RADSAT-U,37.106118563892004,-21.32523764648025,391645.361621655,6769782.361621655
33,QARMAN,-41.102753167494534,-106.34359982041141,393187.023645582,6771324.023645582
34,SORTIE,-5.3358270784119135,-55.98900179935901,403674.42160237633,6781811.421602377
35,ICS-EF (ISS DEB),9.330630682567758,126.37355527803356,406522.7057357509,6784659.7057357505
36,G-SAT,3.663832443292117,121.19012349981948,387261.6861687654,6765398.686168766
37,QUETZAL-1,24.016504853179903,-37.34627133233703,384531.2754639897,6762668.27546399
38,RED-EYE 2 (MERLOT),-43.40493852703062,-95.2848565567424,420546.3536746995,6798683.3536747
39,RED-EYE 3 (CABERNET),-44.196258479634515,-97.104706264321,420974.3863783226,6799111.386378323
40,DEMI,43.05554907464297,77.62415140547726,389651.56243311777,6767788.562433118
41,SPOC,-44.07591909864691,-96.7973236207045,415117.6285025756,6793254.628502576
42,BOBCAT-1,-24.33118785214313,151.6443325645601,401098.49256479065,6779235.492564791
43,NEUTRON-1,-5.78244256676223,137.63837878662807,403083.36928243726,6781220.3692824375
44,1998-067RU,46.93547986525129,69.09369796954162,384840.2685926413,6762977.268592642
45,LEMUR-2-BAXTER-OLIVER,-37.42232923306935,162.53802723894435,388129.31471526297,6766266.3147152625
46,LEMUR-2-DJARA,50.85046220096298,51.37456781539095,386059.42546322633,6764196.425463227
47,DESCENT,17.97476263231824,118.33828615885295,402376.6167313352,6780513.616731335
48,ISS DEB,50.34946525639371,68.25936647748611,424677.43461962795,6802814.434619628
49,RSP-01,-46.90962160555366,-99.18643547824709,424898.0246390555,6803035.024639055
50,TAUSAT-1,-24.455369922981415,158.47245829889843,411750.54044315655,6789887.540443157
51,TSURU,-35.934567253034125,172.9934852108845,419985.6188893288,6798122.618889329
52,STARS-EC,-39.24034117524323,-81.94991488233894,417766.2572210351,6795903.257221035
53,MMSATS-1,-35.26350132899792,173.4957220333821,426250.4038648068,6804387.4038648065
54,SOYUZ-MS 18,-6.104685300621287,145.35147407063013,421454.21719849075,6799591.217198491
55,CREW DRAGON 2,-6.104685300621287,145.35147407063013,421454.21719849075,6799591.217198491
56,TIANHE,-35.39576126387332,148.50221569733887,383462.32199058926,6761599.32199059
57,TIANZHOU-2,-35.402203482047994,148.483244745798,383501.69924646604,6761638.699246466
58,RAMSAT,33.2155722541562,-8.903064728627836,416898.40633874695,6795035.406338747
59,SOAR,14.885634814292565,127.75885965828016,414091.4022751751,6792228.402275175
60,SHENZHOU-12,-35.402203482047994,148.483244745798,383501.69924646604,6761638.699246466
61,BD-28,34.98788633505779,-6.503784084769038,416019.65151269484,6794156.651512695
