,Name,Latitude,Longitude,Elevation,Earth Radius + Elevation
0,FENGYUN 1C,-61.57036883568092,-82.4488587347507,852794.3805401272,7230931.380540127
1,FENGYUN 1C DEB,-54.593440147318326,-179.74739865852095,886756.898745681,7264893.898745681
2,FENGYUN 1C DEB,75.36021778008158,-126.99705786658663,1007275.430675761,7385412.430675761
3,FENGYUN 1C DEB,-45.019525240479375,-90.62432893160648,1620108.4692132508,7998245.469213251
4,FENGYUN 1C DEB,-80.59388197244989,-76.93595390896452,1352463.8916282053,7730600.891628206
5,FENGYUN 1C DEB,-33.919004921976175,107.77179502157368,1530881.4250092034,7909018.425009203
6,FENGYUN 1C DEB,-59.12305383929556,-167.4751913033779,2143575.456621531,8521712.456621531
7,FENGYUN 1C DEB,6.580659008222152,17.883367703982916,1787006.958231739,8165143.958231739
8,FENGYUN 1C DEB,9.928267251916303,37.949837521789405,1545118.8997961816,7923255.899796181
9,FENGYUN 1C DEB,56.99624637945234,-136.39478750330707,775171.7962397197,7153308.79623972
10,FENGYUN 1C DEB,-5.071324602789948,-130.36193219642345,2782337.4237552015,9160474.423755202
11,FENGYUN 1C DEB,-27.741959082151766,133.66381167516482,890921.7496992704,7269058.74969927
12,FENGYUN 1C DEB,-58.96026443651871,-65.55195254355591,907835.2958272875,7285972.295827287
13,FENGYUN 1C DEB,69.7140300855465,-151.1292953887279,677028.708815968,7055165.708815968
14,FENGYUN 1C DEB,-68.78642826324922,-22.368439434299496,908332.6578300206,7286469.65783002
15,FENGYUN 1C DEB,-74.67041010840656,-49.824038171262025,795267.5351130571,7173404.535113057
16,FENGYUN 1C DEB,-30.43523095510319,-17.634939185228568,821085.3221892774,7199222.322189277
17,FENGYUN 1C DEB,-41.29776221483269,123.92146395523021,791334.1377898859,7169471.1377898855
18,FENGYUN 1C DEB,-68.88720629826113,129.8589963298588,715978.7092645906,7094115.70926459
19,FENGYUN 1C DEB,13.792929414916795,-69.58104371923555,968669.8810528808,7346806.881052881
20,FENGYUN 1C DEB,70.65499380512185,-28.079311182863606,893415.6272292297,7271552.62722923
21,FENGYUN 1C DEB,-11.011086954026098,-55.43642325953458,1042518.163744042,7420655.163744042
22,FENGYUN 1C DEB,14.787345175751954,33.512522969373705,693721.9306945347,7071858.930694534
23,FENGYUN 1C DEB,-80.3691938615018,176.03081221610168,853787.8917815305,7231924.89178153
24,FENGYUN 1C DEB,-28.056347781508666,159.91727974948796,900663.0060865742,7278800.006086574
25,FENGYUN 1C DEB,-22.56275425683646,46.036115156112025,909453.6415792694,7287590.641579269
26,FENGYUN 1C DEB,67.8314073430672,44.45257693913715,822521.2762568714,7200658.276256871
27,FENGYUN 1C DEB,70.08383936699816,-57.98020030358872,832030.6399097854,7210167.639909785
28,FENGYUN 1C DEB,-69.25600920819856,-28.547410473973986,577043.574479657,6955180.574479657
29,FENGYUN 1C DEB,7.39776049808771,126.59773742440237,860209.6537060823,7238346.653706082
30,FENGYUN 1C DEB,-67.36065771048996,-95.8902977998053,941676.856321677,7319813.856321677
31,FENGYUN 1C DEB,24.153594882506518,118.03953598120732,813891.369184345,7192028.369184345
32,FENGYUN 1C DEB,-54.072251507722754,93.5729426285798,853232.295529439,7231369.295529439
33,FENGYUN 1C DEB,11.26180775321336,114.86522178598472,884170.7593176517,7262307.759317651
34,FENGYUN 1C DEB,-80.33966054893523,-145.99219632246104,875581.1886337111,7253718.188633711
35,FENGYUN 1C DEB,-27.849889717534456,59.95381577342407,569618.0453557345,6947755.045355734
36,FENGYUN 1C DEB,-32.902867918498714,116.23139973782284,773465.0884422828,7151602.088442283
37,FENGYUN 1C DEB,-78.21625236110813,-51.53933520771484,652969.1864130722,7031106.186413072
38,FENGYUN 1C DEB,65.24588405188163,104.82638809742214,828544.1920510828,7206681.192051083
39,FENGYUN 1C DEB,-79.88299145989494,-150.1984714243483,904019.8856045965,7282156.885604597
40,FENGYUN 1C DEB,-27.1467963738317,-34.19218681852885,883526.4138918876,7261663.413891887
41,FENGYUN 1C DEB,-48.060692809152705,168.80878780331258,857471.3147921818,7235608.314792182
42,FENGYUN 1C DEB,22.96742596267867,-20.881111008057452,760425.523119435,7138562.523119435
43,FENGYUN 1C DEB,75.6127728108128,113.05760120739343,903116.590822224,7281253.590822224
44,FENGYUN 1C DEB,-18.412002238806902,-160.90069460647948,923371.2796612189,7301508.279661219
45,FENGYUN 1C DEB,-75.63074416332442,47.54009373499487,798731.2090821373,7176868.209082138
46,FENGYUN 1C DEB,-78.99947506920584,51.88168145126599,903932.8588488277,7282069.858848828
47,FENGYUN 1C DEB,1.7553154732598015,-47.7917253358102,893932.7731773889,7272069.773177389
48,FENGYUN 1C DEB,-75.20607242084166,151.07496220973727,867538.0724019422,7245675.072401943
49,FENGYUN 1C DEB,-34.718236649269016,-100.33637927291697,841286.5274227854,7219423.527422786
50,FENGYUN 1C DEB,46.704877749721604,-83.67450814890451,856340.7469954134,7234477.746995414
51,FENGYUN 1C DEB,-61.33993760308013,-31.674678084443585,859270.6397099744,7237407.639709975
52,FENGYUN 1C DEB,-39.9226544654866,81.28346004427507,739479.3429500195,7117616.34295002
53,FENGYUN 1C DEB,-24.720554686679776,-64.71520227108188,948494.0195683751,7326631.019568375
54,FENGYUN 1C DEB,-77.87716303277372,-108.10177257732511,1096076.249215711,7474213.249215711
55,FENGYUN 1C DEB,21.450600944555607,121.46170793653212,851977.2378982416,7230114.237898242
56,FENGYUN 1C DEB,-42.56932799349616,-70.29567863977174,894876.717175317,7273013.717175317
57,FENGYUN 1C DEB,63.19210129955468,76.52021880538263,795242.3799346137,7173379.379934614
58,FENGYUN 1C DEB,8.552769488531668,161.23591396741395,794117.8264529336,7172254.826452933
59,FENGYUN 1C DEB,49.066650945001065,14.699873500971847,856306.5496284852,7234443.549628485
60,FENGYUN 1C DEB,-63.55897420018827,-127.42323359523542,856617.8076004033,7234754.807600403
61,FENGYUN 1C DEB,-8.648595186240689,-153.13117830574456,913630.7549908076,7291767.754990808
62,FENGYUN 1C DEB,-3.5295658193365034,-55.11895111964842,875136.6682204921,7253273.668220492
63,FENGYUN 1C DEB,32.96878762539899,-78.12858428477844,774481.8710356345,7152618.871035635
64,FENGYUN 1C DEB,13.86902337220707,-50.71230023981849,857644.3253308816,7235781.325330881
65,FENGYUN 1C DEB,11.72148271083577,47.889145104743406,628636.9879253473,7006773.987925347
66,FENGYUN 1C DEB,81.42584413498328,39.752801425724776,873363.0723270782,7251500.072327078
67,FENGYUN 1C DEB,49.93569943521693,-14.498255191291419,897905.4816528923,7276042.481652892
68,FENGYUN 1C DEB,-11.131925591906855,-57.713123676325345,759804.5671280057,7137941.567128005
69,FENGYUN 1C DEB,-23.4878800236376,-63.004668370938965,927220.5354273795,7305357.535427379
70,FENGYUN 1C DEB,16.614063471932848,-37.999959627771034,803117.8647694663,7181254.864769466
71,FENGYUN 1C DEB,39.25196629220647,-55.6407532307931,604158.7702260918,6982295.770226092
72,FENGYUN 1C DEB,37.016671245541836,-63.628345560229114,834341.7442717757,7212478.744271776
73,FENGYUN 1C DEB,-80.24270659891748,-139.9001373055497,867515.3169639551,7245652.316963955
74,FENGYUN 1C DEB,-17.50213653710635,-95.94815269815996,823443.2373847115,7201580.237384711
75,FENGYUN 1C DEB,-17.11076097696699,-123.62600398376296,788584.5436070857,7166721.543607086
76,FENGYUN 1C DEB,-81.74269036656978,-70.80744883368197,626521.2703905924,7004658.2703905925
77,FENGYUN 1C DEB,-29.26823938409331,110.67764618741406,758759.0837214134,7136896.083721413
78,FENGYUN 1C DEB,-57.66417942746433,-127.60111097025387,761050.7261348282,7139187.726134828
79,FENGYUN 1C DEB,-80.88036054495652,-60.601140981798224,685507.267708497,7063644.267708497
