,Name,Latitude,Longitude,Elevation
0,STARLINK-24,-49.69613988099343,-19.13114257579181,6912862.101183446
1,STARLINK-61,13.715503876867182,-174.87976967835095,6876075.221732287
2,STARLINK-71,46.980619130187435,97.44996849010045,6891912.298661089
3,STARLINK-43,27.38940663745539,-53.044391103450465,6806356.517109066
4,STARLINK-70,-27.053718093814897,151.78656289975996,6758112.328152163
5,STARLINK-80,-49.545576946487245,-151.2535505119184,6865498.151321409
6,STARLINK-76,-53.092009571612145,-149.6365821771552,6758248.328802089
7,STARLINK-1007,7.016219179651379,79.72426819904233,6926399.707372999
8,STARLINK-1008,41.805154023095845,-147.56809009119382,6928914.358137505
9,STARLINK-1009,-3.0074102783013714,-103.33629692230005,6926973.028581985
10,STARLINK-1010,52.747006499694336,153.9537357727257,6931029.222127271
11,STARLINK-1011,53.05906921902318,-169.70212597840413,6931440.064699197
12,STARLINK-1012,-45.8429464571996,-55.20687316601885,6941698.9754704945
13,STARLINK-1013,-18.89939589046162,-90.75415692594848,6931129.431653308
14,STARLINK-1014,51.09723965715259,-173.53220066142222,6930491.599119043
15,STARLINK-1015,12.95460878935078,-115.49787081522142,6925310.835495045
16,STARLINK-1016,28.344024869020163,-129.38451142034793,6926568.076840441
17,STARLINK-1017,45.85009774194748,124.79586522470902,6929248.995920443
18,STARLINK-1019,-52.740582169707594,-26.07959811553278,6944532.9934460865
19,STARLINK-1020,-40.26645393755016,-46.27355999984925,6939426.302737158
20,STARLINK-1021,-51.12833809361961,6.321912935952683,6943679.300610514
21,STARLINK-1022,36.91197601654212,148.5871718601489,6927025.14959436
22,STARLINK-1023,-3.638987065284844,-103.13689715462597,6895894.091852106
23,STARLINK-1024,53.01554918491754,176.81763726720735,6928836.986795431
24,STARLINK-1025,27.49802041887834,70.06725592816451,6669583.5087596
25,STARLINK-1026,-33.590205013831294,-75.79455038709177,6936791.216562887
26,STARLINK-1027,-47.29882095889741,40.27637838146539,6942135.46460409
27,STARLINK-1028,-41.92947640757099,32.204602078529284,6939745.64843915
28,STARLINK-1029,31.948833415013752,146.55058643708335,6929451.6990488125
29,STARLINK-1030,-50.2377387733089,-21.56846540302846,6943584.272360489
30,STARLINK-1031,5.043118760199101,-89.36752761850934,6926095.317056758
31,STARLINK-1032,47.22662459269347,-139.52388400920208,6930328.808837605
32,STARLINK-1033,-11.00504200228814,-77.22421287938087,6928914.253686326
33,STARLINK-1052,-44.038717943098845,46.45792718618764,6938511.76639798
34,STARLINK-1035,35.41138790459732,-117.7167887124858,6927818.307249891
35,STARLINK-1036,50.21865632430825,158.3396860139709,6930371.254130838
36,STARLINK-1037,50.79376892656007,-156.6938373994565,6925369.643121978
37,STARLINK-1038,13.173366322311184,-75.66309595303416,6925739.915346071
38,STARLINK-1039,51.169577038066365,-133.9023754882232,6931139.1410023905
39,STARLINK-1041,-2.939893904551785,-63.39544847677608,6927141.13334001
40,STARLINK-1042,18.713189930744285,129.0950883982865,6925202.731088039
41,STARLINK-1043,-33.65691827216719,-35.71977525119603,6936574.370767491
42,STARLINK-1044,-6.9994188322747055,63.674750899377976,6733519.286084729
43,STARLINK-1046,28.3960601547935,-89.43824801906045,6926696.719386065
44,STARLINK-1047,26.412043646851334,116.2186702631174,6925715.924719331
45,STARLINK-1048,2.771955019609341,76.49599400430954,6925494.828332668
46,STARLINK-1049,-13.162739001850815,64.3385821725796,6928651.6156302765
47,STARLINK-1050,52.714925754917736,-166.36647601498697,6931180.899649128
48,STARLINK-1051,-13.501362648858768,-124.21008284766975,6737321.3072140915
49,STARLINK-1034,-21.022452052285697,77.69449373204652,6931026.7240558565
50,STARLINK-1053,-49.40098199898703,53.62818321230277,6942657.841391922
51,STARLINK-1054,-13.14480859784004,104.35600096273109,6928506.250175359
52,STARLINK-1055,45.771251666096134,164.62762751650334,6929637.078263348
53,STARLINK-1056,2.809632608913774,116.5195774645561,6925524.618129175
54,STARLINK-1057,-5.198623059670717,90.51541828707434,6926577.215666066
55,STARLINK-1058,-45.90019423230643,-15.067455087164747,6941572.77428806
56,STARLINK-1059,10.796559793988214,102.61657486344932,6924876.874950482
57,STARLINK-1060,-53.05483661420161,10.373237253751157,6944529.527783624
58,STARLINK-1061,-51.12145813845132,46.33038781751639,6943763.2134504905
59,STARLINK-1062,-28.49706554255151,90.45561345801352,6933948.599212946
60,STARLINK-1063,-18.78082964417539,-50.84879983053748,6931048.946904225
61,STARLINK-1064,-52.254751154649455,9.814321759487209,6934131.090005935
62,STARLINK-1065,-53.090819722278624,24.21056141592223,6938895.857300075
63,STARLINK-1067,-52.723328848236314,13.712432781011625,6944155.127059867
64,STARLINK-1068,-35.60288214372479,62.03125058790825,6936953.130034887
65,STARLINK-1073,-33.67661972545088,84.30476487823263,6936209.4268872775
66,STARLINK-1084,45.84751508071663,-75.19571582122867,6929887.94514928
67,STARLINK-1097,8.150359153158496,-122.9758142748283,6817918.451592891
68,STARLINK-1098,33.59905853729315,-95.78992074496065,6927396.796141358
69,STARLINK-1099,-13.176488382828971,-135.6663334348256,6929401.155818565
70,STARLINK-1101,-48.983964811502524,171.5744933994236,6835491.314721342
71,STARLINK-1102,-52.7170702871865,133.65158694694466,6944212.088666016
72,STARLINK-1103,46.28135684771566,2.8152370817591845,6931876.853243184
73,STARLINK-1104,-28.488191912679984,-149.53050984599454,6934625.4074386135
74,STARLINK-1106,-2.9619795606299917,56.6354619422532,6926384.3091149125
75,STARLINK-1111,-45.84450105228677,104.79855013567301,6941294.343470043
