,Name,Latitude,Longitude,Elevation
0,GPS BIIR-2  (PRN 13),40.43851706014343,129.77185282939993,20053.714465396402
1,GPS BIIR-4  (PRN 20),33.25939462578702,169.31615293465896,20065.13612880804
2,GPS BIIR-8  (PRN 16),45.82675365198223,-12.840447644252269,20138.502235286098
3,GPS BIIR-9  (PRN 21),-20.678793464362403,-53.29010156571881,19674.744263819277
4,GPS BIIR-10 (PRN 22),-53.463461404397485,-62.320354671513634,20044.16495593684
5,GPS BIIR-11 (PRN 19),-55.54509805791906,-164.80652408125357,20436.995285080025
6,GPS BIIR-13 (PRN 02),-6.755963611636782,146.822394486091,20132.533438472663
7,GPS BIIRM-1 (PRN 17),-45.21641761290445,-132.3804120005666,19885.753980871672
8,GPS BIIRM-2 (PRN 31),-26.462826899533002,-11.611687039895498,20440.702460123823
9,GPS BIIRM-3 (PRN 12),-52.504820428048106,92.8950376017121,20415.524179341934
10,GPS BIIRM-4 (PRN 15),26.833468368531804,101.75138281680248,19859.05031226437
11,GPS BIIRM-5 (PRN 29),15.2002095389279,80.17465640557323,20138.76995453197
12,GPS BIIRM-6 (PRN 07),54.47818353531051,-119.42845433803835,20481.010999575854
13,GPS BIIRM-8 (PRN 05),52.30513047121289,138.79615869670477,20089.852309897185
14,GPS BIIF-1  (PRN 25),-37.22975622030782,58.29835170197535,20447.56244477149
15,GPS BIIF-2  (PRN 01),-40.10439859573924,-66.93453522287969,20244.08150577486
16,GPS BIIF-3  (PRN 24),-28.780599123752804,118.37006501046484,20130.04681482799
17,GPS BIIF-4  (PRN 27),47.35382018835086,-46.4206805196246,19967.938745977415
18,GPS BIIF-5  (PRN 30),44.60212963857378,-165.8034076901673,20305.5084431548
19,GPS BIIF-6  (PRN 06),-31.229789917233045,170.23852383858122,20183.02102826096
20,GPS BIIF-7  (PRN 09),18.260434255290292,-108.144703997383,20153.79731533181
21,GPS BIIF-8  (PRN 03),-52.23320142214615,-91.65725907708236,20286.731299176085
22,GPS BIIF-9  (PRN 26),23.19069668212018,5.598235134215388,20293.74236162852
23,GPS BIIF-10 (PRN 08),29.02572021927087,-72.20226169172372,20043.66646320012
24,GPS BIIF-11 (PRN 10),-0.17903158153034163,26.128081722649224,20333.43974316642
25,GPS BIIF-12 (PRN 32),-48.1878830951387,34.20312709674536,20146.792241000992
26,GPS BIII-1  (PRN 04),-5.37961179260155,-87.91545367916969,20148.169306053685
27,GPS BIII-2  (PRN 18),55.36370144931742,51.076172087278046,20187.503494504595
28,GPS BIII-3  (PRN 23),23.534947589729835,42.399474377123674,20205.116829217863
29,GPS BIII-4  (PRN 14),-1.9382772837774034,-152.4883370232697,20206.82781088504
