,Name,Latitude,Longitude,Elevation
0,GPS BIIR-2  (PRN 13),-34.226658432194704,-66.75053394622323,26585377.72875452
1,GPS BIIR-4  (PRN 20),33.34933355726996,-86.20531001566594,26654562.5402945
2,GPS BIIR-8  (PRN 16),19.472432230534427,92.6242708783909,26251246.509509474
3,GPS BIIR-9  (PRN 21),-42.82213306109773,49.85426240355204,26245119.086781282
4,GPS BIIR-10 (PRN 22),0.31871044647125263,67.49163846360833,26673386.581698984
5,GPS BIIR-11 (PRN 19),-3.1008672150958647,-38.34236906021051,26492426.361932326
6,GPS BIIR-13 (PRN 02),54.78065340918845,-70.19306649916645,27111463.558073126
7,GPS BIIRM-1 (PRN 17),-20.635369470002118,-28.453410796616723,26411517.3406416
8,GPS BIIRM-2 (PRN 31),44.85118490603374,150.34620738395836,26634259.477255147
9,GPS BIIRM-3 (PRN 12),16.239073057183838,-113.77977931143612,26559755.16679648
10,GPS BIIRM-4 (PRN 15),-44.41139208586694,-100.1611414642249,26736515.725837868
11,GPS BIIRM-5 (PRN 29),50.15058110409394,-169.5363601213721,26547597.887854207
12,GPS BIIRM-6 (PRN 07),0.26092608436679615,14.156356193894274,26832944.27562516
13,GPS BIIRM-8 (PRN 05),7.821613291297328,-103.05772406567522,26445277.658913307
14,GPS BIIF-1  (PRN 25),35.95461102296113,-137.06306008105366,26512804.98857752
15,GPS BIIF-2  (PRN 01),-29.877910119329396,36.51775153600377,26851061.74158111
16,GPS BIIF-3  (PRN 24),-38.10970172633359,-135.2261120514811,26866703.057859793
17,GPS BIIF-4  (PRN 27),-27.01552955845337,113.32932803323594,26476344.375083696
18,GPS BIIF-5  (PRN 30),-25.89217732630012,-6.009690830923196,26643497.08235426
19,GPS BIIF-6  (PRN 06),43.34808981166521,-25.114038627193732,26625981.456912845
20,GPS BIIF-7  (PRN 09),46.51538452693422,0.8380200115395678,26532739.211709708
21,GPS BIIF-8  (PRN 03),16.68540779941457,61.743206819928155,26590821.41318647
22,GPS BIIF-9  (PRN 26),42.49942906668854,112.70823230759638,26446174.613643073
23,GPS BIIF-10 (PRN 08),-45.051282766083546,88.84825758474959,26491913.527315877
24,GPS BIIF-11 (PRN 10),-55.402171045112595,155.7761250494368,26465692.414531045
25,GPS BIIF-12 (PRN 32),-15.693548902691129,144.49478583582263,26441052.09074485
26,GPS BIII-1  (PRN 04),55.0388843765934,49.09553052922637,26579246.579466384
27,GPS BIII-2  (PRN 18),-6.436335785389124,-169.68959344731482,26606792.682436235
28,GPS BIII-3  (PRN 23),-48.25007802079545,-158.7055125122792,26602439.06627659
29,GPS BIII-4  (PRN 14),-54.29358836994634,-25.425592110317684,26577743.218807638
