,Name,Latitude,Longitude,Elevation,Earth Radius + Elevation
0,SKYSAT-A,79.71987461735085,33.44277544592436,594011.4729802837,6972148.472980283
1,SKYSAT-B,32.01466512134976,123.45612872881074,628916.1103943061,7007053.1103943065
2,SKYSAT-C1,24.934701900036927,164.13528214647334,449919.02610534354,6828056.026105343
3,FLOCK 2P-9,-0.16405784100829585,-28.592435900965633,479063.0518029985,6857200.051802998
4,FLOCK 2P-8,13.445175231097144,150.5795262888241,488083.16624389176,6866220.166243892
5,FLOCK 2P-3,43.45033357529959,-20.37290402235318,480475.22562720283,6858612.225627203
6,SKYSAT-C4,-73.62094312836925,-176.1282375316651,476311.5939554356,6854448.593955436
7,SKYSAT-C5,1.086102890144354,157.5193105969209,494853.39012440405,6872990.390124404
8,SKYSAT-C2,69.88806928961196,139.09611307110384,459175.51008557156,6837312.510085572
9,SKYSAT-C3,-8.49308034602641,160.06877146004197,452698.35173223057,6830835.351732231
10,FLOCK 3P-8,-62.871819522820545,-36.81026746277308,502427.24143839383,6880564.2414383935
11,FLOCK 3P-24,28.633773219867766,156.56262941807773,483834.1083378603,6861971.108337861
12,FLOCK 3P-4,21.653536233469985,154.75308481764029,486396.2006393262,6864533.200639326
13,FLOCK 3P-2,3.5166642135299258,157.35832133283313,485312.30181492004,6863449.30181492
14,FLOCK 3P-3,-64.23236201702998,-37.21992911829971,501095.87724389386,6879232.877243894
15,FLOCK 3P-12,82.10547750411978,44.98556884157159,498510.94267269725,6876647.942672697
16,FLOCK 3P-11,37.96194440055728,152.0609168737214,489760.5866641889,6867897.586664189
17,FLOCK 3P-60,-7.5422571790913,-22.92266019035402,484525.1653117202,6862662.16531172
18,FLOCK 3P-58,63.98527153639893,142.68662558924473,496063.44296047784,6874200.442960477
19,FLOCK 3P-57,37.02694937539207,-16.61919663881495,488044.4237780475,6866181.423778048
20,FLOCK 3P-70,51.884979698920716,-12.140887859177056,492473.33373257116,6870610.333732571
21,FLOCK 3P-34,26.170099097990303,-18.394649612222235,485429.111859427,6863566.111859427
22,FLOCK 3P-33,-64.52874714390299,-38.01357854784416,505011.6054113788,6883148.605411379
23,FLOCK 3P-49,-81.89314892893273,-85.61280797461991,505310.40903370414,6883447.409033705
24,FLOCK 3P-61,-74.75712438745705,-174.0854327982378,504796.12662658666,6882933.126626587
25,FLOCK 3P-40,-46.9742038872891,165.6816687150371,496028.00577732426,6874165.005777325
