,Name,Latitude,Longitude,Elevation,Earth Radius + Elevation
0,STARLINK-24,-36.914280242902976,7.095827713831942,529106.3362634927,6907243.336263493
1,STARLINK-61,-5.42297970177231,-161.84693510428767,499264.3482464328,6877401.348246433
2,STARLINK-71,53.14814782578694,132.15046521160298,515303.2487975109,6893440.248797511
3,STARLINK-43,43.54126815316671,-32.07541128481191,431094.12059433124,6809231.120594331
4,STARLINK-70,-43.415684110628405,172.85199915822,386264.36443498277,6764401.364434983
5,STARLINK-80,-52.77724857724873,-114.58541419414776,488642.70774557756,6866779.707745577
6,STARLINK-76,-45.64945745514363,-114.86083581745135,376614.99184991606,6754751.991849916
7,STARLINK-1007,25.50009141532779,93.74929804998605,548859.9704368883,6926996.970436888
8,STARLINK-1008,25.59876784262906,-128.18092332808828,548269.4948860289,6926406.494886029
9,STARLINK-1009,-21.691239516045663,-89.8738219361158,553981.787358977,6932118.787358977
10,STARLINK-1010,49.86117867090543,-169.69700382893927,552469.0402025376,6930606.040202538
11,STARLINK-1011,45.43835954030332,-136.6026162524718,551876.2146326541,6930013.214632655
12,STARLINK-1012,-53.111084525669604,-21.909898172312644,566521.526260034,6944658.526260034
13,STARLINK-1013,-36.2015262816729,-73.9913526392848,559653.4597586936,6937790.459758693
14,STARLINK-1014,39.57908600834236,-145.3685490537045,550042.5596134701,6928179.55961347
15,STARLINK-1015,-6.00230947576146,-102.67348261254685,549279.0955016764,6927416.095501676
16,STARLINK-1016,10.074499922593963,-114.81944164158737,547512.5040866464,6925649.504086646
17,STARLINK-1017,53.11939182309679,158.24839193082767,552826.5745394616,6930963.574539462
18,STARLINK-1019,-49.90538637813213,10.145589489288408,564978.2775142678,6943115.277514268
19,STARLINK-1020,-51.391026149798556,-17.68039752463467,565717.7235616344,6943854.723561634
20,STARLINK-1021,-39.693293392458116,34.45294206475304,560551.5212948227,6938688.521294823
21,STARLINK-1022,49.699932469569845,174.69020430820814,551622.5643821459,6929759.564382146
22,STARLINK-1023,-22.416922653955773,-89.48709136290486,522750.877368057,6900887.877368057
23,STARLINK-1024,48.67811672412673,-147.53903682521872,550045.3386588665,6928182.3386588665
24,STARLINK-1025,44.04854954863885,91.9429836834612,294649.3001364245,6672786.300136425
25,STARLINK-1026,-47.62168200238953,-52.116927770883606,564518.817595527,6942655.817595527
26,STARLINK-1027,-33.10092217651968,63.64445394373743,557848.1457929797,6935985.14579298
27,STARLINK-1028,-25.80056219078673,51.61896020952233,554776.0310465368,6932913.031046537
28,STARLINK-1029,14.0618469557079,162.0000671446112,550046.6331096113,6928183.633109611
29,STARLINK-1030,-52.5967311720785,14.816531425426788,566203.4385253384,6944340.438525339
30,STARLINK-1031,-13.892393589386987,-76.51608260440753,551529.8424455149,6929666.842445515
31,STARLINK-1032,32.94352237133165,-116.16616922048648,549535.6499203682,6927672.649920369
32,STARLINK-1033,-29.169702990620777,-62.50425767742511,556784.6382399197,6934921.63823992
33,STARLINK-1052,-28.553373232302544,67.24267245711458,553779.2045291823,6931916.204529182
